N SFR z x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 y1 y2 y3 y4 y5 y6 y7 y8 y9 y10 y11 y12 y13 ye1 ye2 ye3 ye4 ye5 ye6 ye7 ye8 ye9 ye10 ye11 ye12 ye13
11.0 62.52917650976439 1.6 68548822645266.2 84722741414059.81 138356637897178.1 181970085860998.25 195433945577539.62 214289060112005.62 285101826750391.0 338064836205981.56 398107170553496.94 481947797625127.1 633869711256926.4 833681184619633.1 1976969640111858.0 6.973255471610725e-05 5.2387563941232476e-05 2.2999565814897242e-05 1.2408283494530145e-05 1.0919007682075985e-05 9.548738435619107e-06 5.754794707666844e-06 3.1890823879381528e-06 2.4627353837435296e-06 1.6840365266319052e-06 9.283345541798794e-07 3.5656981903606253e-07 1.166583851332543e-10 6.973255471610726e-06 5.238756394123248e-06 2.2999565814897243e-06 1.2408283494530147e-06 1.0919007682075986e-06 9.548738435619107e-07 5.754794707666845e-07 3.189082387938153e-07 2.4627353837435295e-07 1.6840365266319055e-07 9.283345541798795e-08 3.5656981903606255e-08 1.166583851332543e-11
12.0 7.785611676754406 1.8 68548822645266.2 84722741414059.81 138356637897178.1 181970085860998.25 195433945577539.62 214289060112005.62 285101826750391.0 338064836205981.56 398107170553496.94 481947797625127.1 633869711256926.4 833681184619633.1 1976969640111858.0 7.507722137037236e-06 5.515342968769314e-06 2.1741860961428553e-06 1.1434260651169119e-06 1.0010495395079316e-06 8.407299484227067e-07 3.600158858998193e-07 2.592618040494465e-07 1.8639430177379848e-07 1.2701812585151225e-07 6.563322657847041e-08 2.5951831572390186e-08 2.9538766377706795e-12 7.507722137037236e-07 5.515342968769314e-07 2.1741860961428553e-07 1.143426065116912e-07 1.0010495395079317e-07 8.407299484227067e-08 3.6001588589981934e-08 2.592618040494465e-08 1.863943017737985e-08 1.2701812585151226e-08 6.563322657847041e-09 2.595183157239019e-09 2.95387663777068e-13
13.0 290.65993957399303 1.7000000000000002 68548822645266.2 84722741414059.81 138356637897178.1 181970085860998.25 195433945577539.62 214289060112005.62 285101826750391.0 338064836205981.56 398107170553496.94 481947797625127.1 633869711256926.4 833681184619633.1 1976969640111858.0 0.00041473346843355174 0.0002919649606169002 0.00010702760240437404 5.0518215695210065e-05 4.2146399928746904e-05 3.17294380493166e-05 1.6117029540500835e-05 7.162940585554549e-06 4.696827328034781e-06 2.8221449740055438e-06 1.305756521904554e-06 4.589575293359121e-07 1.9201179724283232e-11 4.147334684335518e-05 2.919649606169002e-05 1.0702760240437404e-05 5.051821569521007e-06 4.214639992874691e-06 3.1729438049316602e-06 1.6117029540500837e-06 7.16294058555455e-07 4.6968273280347816e-07 2.822144974005544e-07 1.305756521904554e-07 4.5895752933591214e-08 1.9201179724283235e-12
14.0 29.29509680095041 2.0 68548822645266.2 84722741414059.81 138356637897178.1 181970085860998.25 195433945577539.62 214289060112005.62 285101826750391.0 338064836205981.56 398107170553496.94 481947797625127.1 633869711256926.4 833681184619633.1 1976969640111858.0 5.189986894611216e-05 4.247783201729437e-05 1.9954500200118188e-05 1.3405085240588955e-05 1.2271383853620276e-05 1.113877924835961e-05 5.151442938021967e-06 4.176023186550755e-06 3.222982405624142e-06 2.4412656880522495e-06 1.4477899495389535e-06 1.0605029125936727e-07 4.1521694773981857e-10 5.189986894611216e-06 4.247783201729437e-06 1.995450020011819e-06 1.3405085240588956e-06 1.2271383853620277e-06 1.113877924835961e-06 5.151442938021967e-07 4.176023186550755e-07 3.2229824056241425e-07 2.44126568805225e-07 1.4477899495389537e-07 1.0605029125936727e-08 4.152169477398186e-11
15.0 7.276795281061652 0.6000000000000001 68548822645266.2 84722741414059.81 138356637897178.1 181970085860998.25 195433945577539.62 214289060112005.62 285101826750391.0 338064836205981.56 398107170553496.94 481947797625127.1 633869711256926.4 833681184619633.1 1976969640111858.0 2.3547425670967336e-05 3.413554105240062e-05 4.384805703437806e-05 4.474931488831826e-05 4.3959119300207094e-05 4.2275382499279365e-05 3.7241695506312954e-05 3.9749422392058025e-05 4.244113655005431e-05 4.4072353300237245e-05 2.922945852321612e-05 3.053593206845889e-05 1.7402601137932222e-05 2.3547425670967337e-06 3.4135541052400624e-06 4.384805703437806e-06 4.474931488831826e-06 4.3959119300207095e-06 4.227538249927936e-06 3.7241695506312955e-06 3.974942239205803e-06 4.244113655005432e-06 4.4072353300237245e-06 2.9229458523216124e-06 3.0535932068458895e-06 1.7402601137932224e-06
16.0 0.3528908271887263 0.9 68548822645266.2 84722741414059.81 138356637897178.1 181970085860998.25 195433945577539.62 214289060112005.62 285101826750391.0 338064836205981.56 398107170553496.94 481947797625127.1 633869711256926.4 833681184619633.1 1976969640111858.0 7.704922565252125e-07 9.590098834180544e-07 6.495613362853296e-07 4.6156024328883145e-07 4.0107575775361803e-07 3.487666229522532e-07 2.1801995600940933e-07 1.743710213073349e-07 9.81361047496894e-08 6.571418855769272e-08 3.762675319071686e-08 2.755036181692887e-08 4.070240471024407e-11 7.704922565252125e-08 9.590098834180544e-08 6.495613362853297e-08 4.615602432888315e-08 4.010757577536181e-08 3.487666229522532e-08 2.1801995600940935e-08 1.7437102130733492e-08 9.81361047496894e-09 6.571418855769272e-09 3.7626753190716865e-09 2.755036181692887e-09 4.070240471024407e-12
17.0 4.561474095309368 1.0 68548822645266.2 84722741414059.81 138356637897178.1 181970085860998.25 195433945577539.62 214289060112005.62 285101826750391.0 338064836205981.56 398107170553496.94 481947797625127.1 633869711256926.4 833681184619633.1 1976969640111858.0 9.216339757596761e-06 9.338788326338083e-06 3.956522027038129e-06 1.8711533195369894e-06 1.529829153511491e-06 1.1076924958259064e-06 4.235486286434419e-07 2.547809767292567e-07 1.2018253717268688e-07 4.646127608352104e-08 1.7413252731241293e-08 6.532144945053201e-09 9.862050401198268e-14 9.216339757596762e-07 9.338788326338083e-07 3.9565220270381293e-07 1.8711533195369896e-07 1.529829153511491e-07 1.1076924958259064e-07 4.2354862864344196e-08 2.5478097672925675e-08 1.201825371726869e-08 4.646127608352104e-09 1.7413252731241293e-09 6.532144945053202e-10 9.862050401198269e-15
18.0 0.03560453865574032 0.30000000000000004 68548822645266.2 84722741414059.81 138356637897178.1 181970085860998.25 195433945577539.62 214289060112005.62 285101826750391.0 338064836205981.56 398107170553496.94 481947797625127.1 633869711256926.4 833681184619633.1 1976969640111858.0 5.147805313787231e-08 6.139824563786763e-08 7.776783556407272e-08 4.9374720870294934e-08 4.4216937245772216e-08 3.852331788089039e-08 1.933148855752494e-08 1.2300486286387225e-08 7.93535066964112e-09 4.874006164383528e-09 1.4017378756671111e-09 6.221091931024423e-10 1.1822028194014792e-12 5.147805313787231e-09 6.139824563786763e-09 7.776783556407272e-09 4.9374720870294934e-09 4.421693724577222e-09 3.852331788089039e-09 1.933148855752494e-09 1.2300486286387225e-09 7.935350669641121e-10 4.874006164383529e-10 1.4017378756671112e-10 6.221091931024423e-11 1.1822028194014794e-13
19.0 0.7029218671416757 1.5 68548822645266.2 84722741414059.81 138356637897178.1 181970085860998.25 195433945577539.62 214289060112005.62 285101826750391.0 338064836205981.56 398107170553496.94 481947797625127.1 633869711256926.4 833681184619633.1 1976969640111858.0 1.793987142490514e-06 1.3090560456059161e-06 5.447267597655665e-07 2.6003580487697955e-07 2.0913689924410355e-07 1.6285479786708356e-07 7.624685540403485e-08 2.827939037922919e-08 1.7875915804271687e-08 8.618383907076948e-09 4.413126544147272e-09 1.8278263898102546e-09 8.587394798489839e-14 1.7939871424905143e-07 1.3090560456059162e-07 5.447267597655665e-08 2.6003580487697958e-08 2.0913689924410355e-08 1.6285479786708356e-08 7.624685540403484e-09 2.8279390379229192e-09 1.7875915804271687e-09 8.618383907076948e-10 4.4131265441472726e-10 1.8278263898102548e-10 8.58739479848984e-15
20.0 57.611748092455244 1.3 68548822645266.2 84722741414059.81 138356637897178.1 181970085860998.25 195433945577539.62 214289060112005.62 285101826750391.0 338064836205981.56 398107170553496.94 481947797625127.1 633869711256926.4 833681184619633.1 1976969640111858.0 0.00015206966995115113 0.0001380998559908281 7.119761868095964e-05 3.603743687179645e-05 3.2161178652843556e-05 2.7259837792199616e-05 1.5006828198677222e-05 9.233294689092774e-06 4.348630947171426e-06 2.7666565017523167e-06 1.413418558684598e-06 5.81513109630359e-07 1.6319988471486898e-10 1.5206966995115114e-05 1.3809985599082813e-05 7.119761868095965e-06 3.603743687179645e-06 3.2161178652843556e-06 2.7259837792199617e-06 1.5006828198677223e-06 9.233294689092775e-07 4.348630947171426e-07 2.766656501752317e-07 1.413418558684598e-07 5.8151310963035905e-08 1.6319988471486898e-11
21.0 5.921059106106483 1.4000000000000001 68548822645266.2 84722741414059.81 138356637897178.1 181970085860998.25 195433945577539.62 214289060112005.62 285101826750391.0 338064836205981.56 398107170553496.94 481947797625127.1 633869711256926.4 833681184619633.1 1976969640111858.0 7.658609390958909e-05 5.6582578853366235e-05 1.816016039438491e-05 7.655946669100143e-06 5.79342687683537e-06 4.393784730254199e-06 1.343257207472974e-06 2.7992919928023926e-07 1.3288378018608574e-07 4.790236396891725e-08 1.6201922856075107e-08 4.205754605907674e-09 1.4340976941267128e-14 7.65860939095891e-06 5.658257885336624e-06 1.816016039438491e-06 7.655946669100143e-07 5.79342687683537e-07 4.3937847302541996e-07 1.343257207472974e-07 2.7992919928023927e-08 1.3288378018608574e-08 4.790236396891725e-09 1.6201922856075107e-09 4.205754605907675e-10 1.4340976941267128e-15
22.0 9.128815839052681 1.9000000000000001 68548822645266.2 84722741414059.81 138356637897178.1 181970085860998.25 195433945577539.62 214289060112005.62 285101826750391.0 338064836205981.56 398107170553496.94 481947797625127.1 633869711256926.4 833681184619633.1 1976969640111858.0 1.899304957025494e-05 1.3323506383419852e-05 3.956762644060895e-06 1.687235698967551e-06 1.33049145931935e-06 9.943358779832386e-07 2.2789240884483575e-07 1.246441303910069e-07 7.128554614344817e-08 3.7928760748862694e-08 1.4597244459200041e-08 3.3802700908735674e-09 5.824203185557074e-14 1.899304957025494e-06 1.3323506383419853e-06 3.9567626440608957e-07 1.687235698967551e-07 1.3304914593193502e-07 9.943358779832387e-08 2.2789240884483576e-08 1.2464413039100691e-08 7.128554614344817e-09 3.7928760748862695e-09 1.4597244459200042e-09 3.380270090873568e-10 5.824203185557074e-15
23.0 2.0936125909450944 1.3 68548822645266.2 84722741414059.81 138356637897178.1 181970085860998.25 195433945577539.62 214289060112005.62 285101826750391.0 338064836205981.56 398107170553496.94 481947797625127.1 633869711256926.4 833681184619633.1 1976969640111858.0 8.726296992639258e-06 7.295422973239037e-06 3.055589516036029e-06 1.2908537918728028e-06 1.080353079361515e-06 8.430499203695932e-07 3.455540048703845e-07 1.6163047060676748e-07 5.770402812214022e-08 2.8647192444360985e-08 1.1262047515000651e-08 3.471829248025644e-09 1.2126963847238569e-13 8.726296992639259e-07 7.295422973239037e-07 3.0555895160360293e-07 1.290853791872803e-07 1.080353079361515e-07 8.430499203695933e-08 3.4555400487038455e-08 1.6163047060676748e-08 5.770402812214022e-09 2.864719244436099e-09 1.1262047515000651e-09 3.4718292480256443e-10 1.2126963847238569e-14
24.0 8.441811775403066 0.7000000000000001 68548822645266.2 84722741414059.81 138356637897178.1 181970085860998.25 195433945577539.62 214289060112005.62 285101826750391.0 338064836205981.56 398107170553496.94 481947797625127.1 633869711256926.4 833681184619633.1 1976969640111858.0 2.36752327093995e-05 3.441744810956615e-05 3.283009019119373e-05 2.823859094307796e-05 2.4432659286768664e-05 2.2963194381579023e-05 1.7213429451851257e-05 1.4466410412019572e-05 1.302534517310365e-05 6.238569604107325e-06 4.82856029653731e-06 4.01523750161765e-06 5.174573227163804e-08 2.36752327093995e-06 3.441744810956615e-06 3.283009019119373e-06 2.823859094307796e-06 2.4432659286768666e-06 2.2963194381579025e-06 1.7213429451851258e-06 1.4466410412019572e-06 1.3025345173103651e-06 6.238569604107325e-07 4.82856029653731e-07 4.0152375016176504e-07 5.1745732271638044e-09
25.0 0.5298882493305695 1.5 68548822645266.2 84722741414059.81 138356637897178.1 181970085860998.25 195433945577539.62 214289060112005.62 285101826750391.0 338064836205981.56 398107170553496.94 481947797625127.1 633869711256926.4 833681184619633.1 1976969640111858.0 8.718692453903584e-06 6.178833282226376e-06 3.0562042896190683e-06 1.5842019539708853e-06 1.2716490261763362e-06 9.89516177472256e-07 4.23268371135016e-07 1.1867574682519865e-07 7.265183562336957e-08 3.369649069522311e-08 2.0245837685528397e-08 1.0217531195790083e-08 3.3526580296611798e-12 8.718692453903584e-07 6.178833282226377e-07 3.0562042896190684e-07 1.5842019539708855e-07 1.271649026176336e-07 9.89516177472256e-08 4.2326837113501604e-08 1.1867574682519866e-08 7.265183562336958e-09 3.3696490695223107e-09 2.0245837685528398e-09 1.0217531195790082e-09 3.35265802966118e-13
26.0 0.01501489462566655 0.7000000000000001 68548822645266.2 84722741414059.81 138356637897178.1 181970085860998.25 195433945577539.62 214289060112005.62 285101826750391.0 338064836205981.56 398107170553496.94 481947797625127.1 633869711256926.4 833681184619633.1 1976969640111858.0 1.2890663239675383e-07 1.758604251988376e-07 1.1485225418341273e-07 7.404819233307586e-08 5.9189440812863753e-08 4.869511688760449e-08 2.242014587147405e-08 1.2947661186619335e-08 7.777512527232667e-09 2.035031693802575e-09 6.913336904378221e-10 3.3429650392474773e-10 8.211686097881171e-14 1.2890663239675383e-08 1.758604251988376e-08 1.1485225418341273e-08 7.4048192333075865e-09 5.918944081286376e-09 4.86951168876045e-09 2.2420145871474054e-09 1.2947661186619336e-09 7.777512527232668e-10 2.035031693802575e-10 6.913336904378222e-11 3.3429650392474776e-11 8.211686097881172e-15
27.0 0.06658187066801328 0.30000000000000004 68548822645266.2 84722741414059.81 138356637897178.1 181970085860998.25 195433945577539.62 214289060112005.62 285101826750391.0 338064836205981.56 398107170553496.94 481947797625127.1 633869711256926.4 833681184619633.1 1976969640111858.0 2.3654306703889973e-07 3.3878501203941116e-07 5.966920778518683e-07 5.072515701743592e-07 4.900421858362323e-07 4.912672345106685e-07 4.114305896775918e-07 3.8230887666318226e-07 3.6293792104241244e-07 3.399002065053809e-07 1.6491574071302823e-07 1.466085614377861e-07 1.0572988728313115e-07 2.3654306703889974e-08 3.387850120394112e-08 5.966920778518684e-08 5.072515701743592e-08 4.9004218583623234e-08 4.912672345106686e-08 4.114305896775918e-08 3.823088766631823e-08 3.629379210424125e-08 3.3990020650538094e-08 1.6491574071302823e-08 1.466085614377861e-08 1.0572988728313115e-08
28.0 8.300241988964455 1.1 68548822645266.2 84722741414059.81 138356637897178.1 181970085860998.25 195433945577539.62 214289060112005.62 285101826750391.0 338064836205981.56 398107170553496.94 481947797625127.1 633869711256926.4 833681184619633.1 1976969640111858.0 5.229693323862259e-05 5.7473860069082174e-05 2.933329374814024e-05 1.6344466270352716e-05 1.385199983957844e-05 1.1060835191839334e-05 5.442957372910143e-06 3.5538678233599117e-06 1.2371658917138752e-06 7.972282154191691e-07 4.1405055738296423e-07 2.1690569014352133e-07 1.1540836052406157e-10 5.22969332386226e-06 5.747386006908218e-06 2.9333293748140245e-06 1.6344466270352717e-06 1.385199983957844e-06 1.1060835191839333e-06 5.442957372910143e-07 3.553867823359912e-07 1.2371658917138752e-07 7.972282154191691e-08 4.140505573829642e-08 2.1690569014352133e-08 1.1540836052406158e-11
29.0 0.8127499582506231 1.5 68548822645266.2 84722741414059.81 138356637897178.1 181970085860998.25 195433945577539.62 214289060112005.62 285101826750391.0 338064836205981.56 398107170553496.94 481947797625127.1 633869711256926.4 833681184619633.1 1976969640111858.0 7.825505960615067e-06 5.467537713521777e-06 2.35043013065734e-06 1.1112833090027405e-06 8.697393718759299e-07 6.56185509537927e-07 2.5974018643611657e-07 7.821862015368196e-08 4.746244304455381e-08 2.2051020210667255e-08 1.2268971281863332e-08 5.637422752331331e-09 7.138695534095951e-13 7.825505960615067e-07 5.467537713521777e-07 2.3504301306573403e-07 1.1112833090027406e-07 8.6973937187593e-08 6.561855095379271e-08 2.597401864361166e-08 7.821862015368196e-09 4.746244304455382e-09 2.2051020210667256e-09 1.2268971281863333e-09 5.637422752331332e-10 7.138695534095952e-14
30.0 0.9640339501574587 2.0 68548822645266.2 84722741414059.81 138356637897178.1 181970085860998.25 195433945577539.62 214289060112005.62 285101826750391.0 338064836205981.56 398107170553496.94 481947797625127.1 633869711256926.4 833681184619633.1 1976969640111858.0 1.1072628897610807e-05 8.80169246911059e-06 3.775981022506464e-06 2.1322576587739398e-06 1.8166980529798465e-06 1.53116084024768e-06 4.0079136888063937e-07 2.6831082698599366e-07 1.7698497829229333e-07 1.4128217192323176e-07 8.23184595102055e-08 7.497564443948164e-09 3.853127779045036e-11 1.1072628897610808e-06 8.801692469110591e-07 3.7759810225064646e-07 2.13225765877394e-07 1.8166980529798465e-07 1.53116084024768e-07 4.007913688806394e-08 2.6831082698599367e-08 1.7698497829229334e-08 1.4128217192323177e-08 8.231845951020551e-09 7.497564443948165e-10 3.853127779045036e-12
31.0 5.442295892506513e-06 1.9000000000000001 68548822645266.2 84722741414059.81 138356637897178.1 181970085860998.25 195433945577539.62 214289060112005.62 285101826750391.0 338064836205981.56 398107170553496.94 481947797625127.1 633869711256926.4 833681184619633.1 1976969640111858.0 4.192991824726802e-06 2.7740798998236284e-06 5.983306523586201e-07 1.744803626399957e-07 1.1807525037755892e-07 7.167351983326654e-08 5.826272727540108e-09 1.294679965174098e-09 9.321557760612124e-11 2.7117604685231197e-11 1.5992664563332182e-12 4.261257924987446e-13 6.323285418304874e-17 4.192991824726802e-07 2.774079899823629e-07 5.9833065235862e-08 1.744803626399957e-08 1.1807525037755893e-08 7.167351983326655e-09 5.826272727540108e-10 1.294679965174098e-10 9.321557760612124e-12 2.7117604685231197e-12 1.5992664563332182e-13 4.261257924987446e-14 6.323285418304875e-18
32.0 0.0025762891144507356 1.4000000000000001 68548822645266.2 84722741414059.81 138356637897178.1 181970085860998.25 195433945577539.62 214289060112005.62 285101826750391.0 338064836205981.56 398107170553496.94 481947797625127.1 633869711256926.4 833681184619633.1 1976969640111858.0 3.9832314563005324e-07 3.107957166654485e-07 1.275789810966512e-07 5.606393937951198e-08 4.488245327774493e-08 3.5469174881177554e-08 8.794760010348876e-09 2.4536421130524142e-09 9.43477361727009e-10 2.3280636199531038e-10 1.1404460097343137e-10 5.183593641571323e-11 1.717298484931863e-14 3.9832314563005326e-08 3.107957166654485e-08 1.2757898109665119e-08 5.606393937951198e-09 4.488245327774493e-09 3.5469174881177557e-09 8.794760010348876e-10 2.4536421130524143e-10 9.43477361727009e-11 2.328063619953104e-11 1.1404460097343138e-11 5.183593641571324e-12 1.7172984849318631e-15
